type_of_model,mode,regression_formula,grid_size,notes,model_performance,performance_measure
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + 
    t3_week_rank_avg_B",100,current best model splitting test before 2018 with different test train,0.5485789372183184,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with different test train,0.5462566744407659,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2004,0.544851900600351,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2005,0.6155684637968556,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2006,0.5861451717539826,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2007,0.48315814520406114,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2008,0.5083517468412133,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2009,0.48266166045079145,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2010,0.6624888276618288,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2011,0.6760844643532009,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2012,0.5762618321270562,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2013,0.6328471017178704,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2014,0.6705437783025644,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2015,0.5621661433274935,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2016,0.5261355028615529,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2017,0.5315591662756997,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2018,0.5980925113347586,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,validating model for year 2019,0.5004249389017309,kaggle
random_forest,classification,~winlast3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B,100,building final model,0.5424832923631958,kaggle
